cardID	名前	読み	Name	セット	cost coin	cost potion	cost debt	分類	種類	VP	card	action	buy	coin	VPtoken	能力	説明	推奨の組合せ	メモ	true	名前
Haggler	値切り屋	ねぎりや	Haggler	異郷	5	0	0	王国	アクション	0	0	0	0	2	0	+2コイン ======== このカードが場に出ているかぎり、カード1枚を購入するとき、購入したカードよりもコストが少ない勝利点以外のカード1枚を獲得する。 +2 Coins ======== While this is in play， when you buy a card， gain a card costing less than it that is not a Victory card.	このカードを使用するとき、あなたは+2コインを得る。このカードが場に出ているかぎり、カードを購入するたびに、あなたは購入したカードよりもコストが少ない勝利点以外のカード1枚を獲得する。例えば、あなたが「属州」1枚を購入できれば、「値切り屋」の能力で「金貨」1枚を獲得できる。この能力によるカードの獲得は強制である。獲得するカードはサプライから獲得し、捨て札に置く。「値切り屋」の能力は、あなたがカード1枚を購入した場合のみ発生し、その他の方法で獲得した場合（「値切り屋」の能力でカードを獲得した場合など）は発生しない。サプライに購入したカードよりもコストの少ないカードが無い場合（例えば「銅貨」を購入した場合など）、カードは獲得できない。1枚のカードを複数回使用できる能力（「玉座の間」など）を「値切り屋」に使用した場合、場に「値切り屋」は1枚しかないため、複数枚のカードを購入しても複数枚のカードを獲得することはできない。あなたが場に「値切り屋」を3枚出している場合は、カード3枚を購入できれば、それぞれに能力を適用し、3枚分カードを獲得できる。2つの種類を持ち、そのうち1つが勝利点のカードは勝利点カードと見なされるため、「値切り屋」の能力では獲得できない。	異 ：入門（Introduction）、バーゲン（Bargains） 異＋陰：公爵の舞踏会（The Duke's Ball） 異＋錬：ワインカントリー（Wine Country） 異＋繁：その場の満足（Instant Gratification） 暗＋異：はるか遠く（Far From Home） 冒＋異：交易人と襲撃者（Traders and Raiders） 帝＋異：簡単な計画（Simple Plans）	※コストにポーションのある勝利点以外のカードを獲得するためには、コストにポーションのあるカードを購入しなければならない。 ※イベントはカードではないため、イベントを購入しても「値切り屋」の効果は誘発しない。 	false	値切り屋
Highway	街道	かいどう	Highway	異郷	5	0	0	王国	アクション	0	1	1	0	0	0	+1カードを引く +1アクション ======== このカードが場に出ているかぎり、カードのコストは1コイン少なくなる（ただし0コイン未満にはならない）。 +1 Card +1 Action ======== While this is in play， cards cost 1 Coin less， but not less than 0 Coins.	このカードが場に出ているかぎり、すべてのカードのコストは少なくなる（0コイン未満にはならない）。このカードが場を離れたら、カードのコストは元に戻る。この効果は、サプライのカード、手札のカード、デッキのカードに適用される。例えば、あなたが「街道」を使用し、次に「開発」を使用して「銅貨」1枚を廃棄した場合、「銅貨」のコストは0コインのままで、「屋敷」のコストは1コインになるため、「屋敷」1枚を獲得できる。1枚のカード複数回使用できる能力（「玉座の間」など）を「街道」に使用した場合でも、場に出ている「街道」は1枚のため、少なくなるカードのコストは1コインのままである。あなたの場に「街道」が3枚出ている場合は、効果は累積するため、すべてのカードのコストは3コイン少なくなる（0コイン未満にはならない）。	異 ：バーゲン（Bargains） 異＋基：辻強盗（Highway Robbery） 異＋錬：ワインカントリー（Wine Country） 暗＋異：探検隊（Expeditions） 冒＋異：旅行（Journeys） 帝＋異：発展（Expansion）	※「街道」の効果では、カードテキストに書かれているコストや、コストのポーションを少なくすることはできない。 	false	街道
Ill-Gotten_Gains	不正利得	ふせいりとく	Ill-Gotten Gains	異郷	5	0	0	王国	財宝	0	0	0	0	1	0	1コイン このカードを使用するとき、あなたは銅貨1枚を獲得して手札に加えてもよい。 ======== このカードを獲得するとき、他のプレイヤーは全員、呪い1枚を獲得する。 Worth 1 Coin When you play this， you may gain a Copper， putting it into your hand. ======== When you gain this， each other player gains a Curse.	このカードは「銅貨」と同じ1コインの価値を持つ財宝である。このカードを使用するとき、あなたは「銅貨」1枚を獲得できる。「銅貨」はサプライから獲得し、自分の手札に加える。あなたは即座にその「銅貨」を使用することができる。サプライに「銅貨」が1枚も残っていない場合、何も獲得しない。あなたが「不正利得」を得るとき、他のプレイヤーは全員「呪い」を1枚ずつ獲得する。この能力は、あなたが「不正利得」の購入によって獲得しても、他の方法で獲得しても発生する。「呪い」はサプライから獲得し、各自の捨て札に置く。サプライの「呪い」の枚数が足りない場合、「不正利得」を獲得したプレイヤーの左隣からターンの進行順に1枚ずつ獲得していく。「不正利得」はアタックカードではなく、獲得することはアタックカードの使用ではないため、「堀」のようなカードでは、防ぐことができない。	異 ：公平な取引（Fair Trades） 異＋海：外交（Diplomacy） 異＋錬：画策と夢（Schemes and Dreams） 異＋繁：その場の満足（Instant Gratification）、貴重な発見（Treasure Trove） 帝＋異：簡単な計画（Simple Plans）	※「不正利得」はアタックではないため、他のプレイヤーはアタックの使用に対するリアクション（「堀」「秘密の部屋」「馬商人」「物乞い」「隊商の護衛」）は使用できない。また、「灯台」「チャンピオン」でも影響を防ぐことはできない。 	false	不正利得
Inn	宿屋	やどや	Inn	異郷	5	0	0	王国	アクション	0	2	2	0	0	0	+2カードを引く +2アクション カード2枚を捨て札にする。 ======== このカードを獲得するとき、あなたの捨て札すべて（このカードを含む）を見て、その中から好きな枚数のアクションカードを公開し、あなたのデッキに加えて、デッキをシャッフルする。 +2 Cards +2 Actions Discard 2 cards. ======== When you gain this， look through your discard pile (including this)， reveal any number of	このカードを使用するとき、あなたはカード2枚を引き、+2アクションを得て、その後2枚捨て札をする。この時捨て札をするカードは、元から手札にあったカードと、今引いた2枚のカードのどちらでもよい。このカードを獲得したとき、あなたは自分の捨て札すべてを見て（通常は見ることはできない）、その中の好きな枚数のアクションカードを自分のデッキに加えて、デッキをシャッフルする（残った自分の捨て札は、そのまま捨て札として残す）。デッキに捨て札にあるアクションカードを加えてシャッフルすることは強制ではない。このときに獲得した「宿屋」は、自分の捨て札にあるアクションカードであるため、その「宿屋」を加えてデッキをシャッフルすることができる。アクションを含む2つの種類を持つカードは、アクションカードと見なす。デッキに加えてシャッフルするアクションカードは必ず公開しなければならない。この後に残った捨て札のカードの順番は変わってもよい。この能力は、「宿屋」を購入によって獲得しても、その他の方法で獲得しても使用できる。	異 ：初めの一手（Gambits） 異＋基：辻強盗（Highway Robbery） 異＋陰：公爵の舞踏会（The Duke's Ball） 冒＋異：旅行（Journeys）	※手札から捨て札にするカードは、好きな順番でまとめて捨て札にする。 ※「宿屋」の獲得時の効果において、好きな枚数は0枚でもよいが、公開したアクションカードは必ずデッキに加える。デッキは必ずシャッフルする。 	false	宿屋
Jack_of_All_Trades	よろずや	よろずや	Jack of All Trades	異郷	4	0	0	王国	アクション	0	0	0	0	0	0	銀貨1枚を獲得する。 あなたのデッキの一番上を見て、そのカードを捨て札にするか、そのまま戻すかをする。 あなたの手札が5枚になるまでカードを引く。 あなたは手札から財宝以外のカード1枚を廃棄してもよい。 Gain a Silver. Look at the top card of your deck; discard it or put it back. Draw until you have 5 cards in hand. You may trash a card from your hand that is not a Treasure.	このカードには、4つの別々の効果があり、テキストに記載されている順番にすべてを実行する（最後の1つは強制ではない）。 最初にサプライから「銀貨」1枚を獲得して自分の捨て札に置く。サプライに「銀貨」が1枚も残っていない場合、「銀貨」は獲得できない。2番目に、自分のデッキの一番上のカードを見て、捨て札にするかそのまま戻すかのどちらかをする。デッキに1枚もカードが無い場合、捨て札をシャッフルして新たなデッキを作り、そこから見る（このとき、先に獲得した「銀貨」もシャッフルする）。それでもデッキのカードが1枚もない場合、デッキのカードは見ない。3番目に、自分の手札が5枚になるまでカードを引く。手札枚数がすでに5枚以上ある場合、カードを引くことはできない。デッキの残り枚数と捨て札の残り枚数を合わせても必要なカード枚数に満たない場合、可能な枚数のカードを引く。4番目に、財宝カード以外の手札のカード1枚を廃棄してもよい。財宝を含む2つの種類を持つカードは財宝カードと見なす。	異 ：入門（Introduction）、初めの一手（Gambits） 異＋陰：無駄金（Money for Nothing） 異＋錬：画策と夢（Schemes and Dreams）		false	よろずや
Mandarin	官吏	かんり	Mandarin	異郷	5	0	0	王国	アクション	0	0	0	0	3	0	+3コイン あなたの手札のカード1枚をあなたのデッキの一番上に置く。 ======== あなたはこのカードを獲得するとき、あなたの場に出ているすべての財宝カードをあなたのデッキの上に好きな順番で置く。 +3 coins Put a card from your hand on top of your deck. ======== When you gain this， put all Treasures you have in play on top of your deck in any order.	このカードを使用するとき、あなたは+3コインを得て、手札のカード1枚をデッキの一番上に置く。手札のカードが0枚の場合、デッキの上にカードを置かない。デッキにカードが1枚もない場合、手札から置いたカードが唯一のデッキのカードとなる。このカードを獲得するとき、自分の場に出ているすべての財宝カードを、好きな順番で自分のデッキの上に置く。この順番は他のプレイヤーに見せる必要はない。場に出ているすべての財宝カードをデッキの上に置かなければならず、一部を場に残すことはできない。場に出ている財宝カードだけをデッキの上に置くことができ、使用していない手札の財宝はデッキの上に置くことができない。財宝カードが場からデッキの上に移動しても、使用可能なコイン数は変わらない。例えば、あなたが+1カード購入を得ていて、「金貨」4枚を使った後に「官吏」を購入した場合、「金貨」4枚をデッキの上に置き、まだその後でも使用可能な7コインが残る。財宝カードをデッキの上に置く能力は「官吏」を購入したときでも、その他の方法で獲得したときでも発生する。しかし、通常は購入フェイズにしか、場に財宝カードは出ていない。	異 ：初めの一手（Gambits） 異＋繁：貴重な発見（Treasure Trove） 異＋収：青田刈り（Blue Harvest）		true	官吏
Margrave	辺境伯	へんきょうはく	Margrave	異郷	5	0	0	王国	アクション－アタック	0	3	0	1	0	0	+3カードを引く +1カードを購入 他のプレイヤーは全員カード1枚を引き、その後手札が3枚になるまで捨て札をする。 +3 Cards +1 Buy Each other player draws a card， then discards down to 3 cards in hand.	あなたはカード3枚を引き、+1カードを購入を得る。他のプレイヤーは全員、カード1枚を引き、その後に手札が3枚になるまで捨て札をする。この時カード1枚を引くことは強制である。カード1枚を引いても手札が3枚以下のプレイヤーは、捨て札をしない。	異 ：入門（Introduction） 異＋基：辻強盗（Highway Robbery）	※手札から捨て札にするカードは、好きな順番でまとめて捨て札にする。 	false	辺境伯
Noble_Brigand	義賊	ぎぞく	Noble Brigand	異郷	4	0	0	王国	アクション－アタック	0	0	0	0	1	0	+1コイン このカードを購入または使用するとき、他のプレイヤーは全員自分のデッキの上から2枚のカードを公開し、公開された銀貨または金貨1枚をあなたが選んで廃棄し、残りをそのプレイヤーの捨て札に置く。財宝を1枚も公開しなかったプレイヤーは、銅貨1枚を獲得する。あなたは廃棄したカードを獲得する。 +1 Coin When you buy this or play it， each other player reveals the top 2 cards of his deck， trashes a revea	このカードを使用するとき、あなたは+1コインを得る。このカードを使用するときと、このカードを購入するとき、他のプレイヤーは全員自分のデッキの上から2枚のカードを公開し、その中の「銀貨」か「金貨」1枚をあなたが選んで廃棄し、残りを捨て札に置く。公開したカードに1枚も財宝カードが無かったプレイヤーは、サプライから「銅貨」1枚を獲得し、自分の捨て札に置く。最後に、あなたは、この方法で廃棄した「金貨」または「銀貨」すべてを獲得する。この能力で、「銀貨」と「金貨」以外の財宝カードは廃棄できない。この能力は、購入以外の方法で「義賊」を獲得しても発生しない。「義賊」はアタックカードであるため、このカードを使用したときに、プレイヤーは「堀」や「秘密の部屋」などで対応することができるが、「義賊」を購入したときは「アタックカードを使用した」に該当しないため、「堀」のようなカードで対応することはできない。	異 ：公平な取引（Fair Trades） 異＋海：外交（Diplomacy） 異＋繁：その場の満足（Instant Gratification） 異＋収：青田刈り（Blue Harvest）	※「坑道」の訳注にはないが、「冒険者」「公使」「義賊」「公爵夫人」のカードテキストにある「捨て札に置く」も「捨て札にする」と読み替える。これらのカードの効果で「坑道」が捨て札にされたとき、「坑道」のリアクションの能力を使用できる。 ※「+1コイン」は「義賊」の使用時に得られる効果であり、購入時には得られない。 ※「義賊」の購入時におけるアタックの効果はアタックの使用ではないため、他のプレイヤーはアタックの使用に対するリアクション（「堀」「秘密の部屋」「馬商人」「物乞い」「隊商の護衛」）は使用できない。また、「灯台」「チャンピオン」でも影響を防ぐことはできない。 ※廃棄された財宝カードは、一旦必ず廃棄置き場を訪問する。そして「義賊」を使用したプレイヤーは、この効果で廃棄された財宝カードすべてを獲得する。 	false	義賊
Nomad_Camp	遊牧民の野営地	ゆうぼくみんのやえいち	Nomad Camp	異郷	4	0	0	王国	アクション	0	0	0	1	2	0	+1カードを購入 +2コイン ======== このカードは、獲得したときにあなたのデッキの上に置く。 +1 Buy +2 Coins ======== When you gain this， put it on top of your deck.	このカードを獲得するとき、このカードはあなたの捨て札に置かずにデッキの一番上に置く。購入によって獲得しても、その他の方法で獲得しても、これを適用する。デッキに1枚もカードが無い場合は、このカードが唯一のデッキのカードとなる。	異 ：入門（Introduction）、バーゲン（Bargains）、初めの一手（Gambits） 異＋基：辻強盗（Highway Robbery） 異＋陰：公爵の舞踏会（The Duke's Ball） 異＋錬：ワインカントリー（Wine Country） 異＋収：旅一座（Traveling Circus）	※「遊牧民の野営地」は獲得したとき、獲得時の効果により、サプライから捨て札を訪問することなく山札の一番上へ移動する。 	false	遊牧民の野営地
Oasis	オアシス	おあしす	Oasis	異郷	3	0	0	王国	アクション	0	1	1	0	1	0	+1カードを引く +1アクション +1コイン カード1枚を捨て札にする。 +1 Card +1 Action +1 Coin Discard a card.	捨て札をする前にカードを引く。そのため、この能力で引いたばかりのカードを捨て札にできる。あなたがカードを引くことが不可能な場合（デッキにも捨て札にもカードが無い場合）でも、可能であればカード1枚を捨て札にする。	異 ：入門（Introduction）、初めの一手（Gambits） 異＋基：辻強盗（Highway Robbery） 異＋収：旅一座（Traveling Circus）		false	オアシス
Oracle	神託	しんたく	Oracle	異郷	3	0	0	王国	アクション－アタック	0	2	0	0	0	0	各プレイヤー（あなたを含む）は、自分のデッキの上から2枚を公開し、次のうち1つをあなたが選ぶ：「公開した2枚とも捨て札にする。」；「自分の好きな順番で自分のデッキの上に戻す。」 +2カードを引く Each player (including you) reveals the top 2 cards of his deck， and you choose one: either he discards them， or he puts them back on top in an order he chooses. +2 Cards	最初に、あなたも含めてプレイヤー全員は自分のデッキの上から2枚のカードを公開し、各プレイヤーの公開した2枚両方を捨て札にするか、デッキの上に戻すかをあなたが選択する。あなたがデッキの上に戻すことを選択した場合、戻す順番は各自が選択できる。その後、あなたはカード2枚を引く。したがって、あなたが自分の公開したカードをデッキに戻した場合、その2枚を引くことになる。	異 ：初めの一手（Gambits） 異＋基：異国への冒険（Adventures Abroad）	※山札から公開したカードを捨て札にする場合は、好きな順番でまとめて捨て札にする。 	false	神託
Scheme	画策	かくさく	Scheme	異郷	3	0	0	王国	アクション	0	1	1	0	0	0	+1カードを引く +1アクション このターンのクリーンアップフェイズの開始時に、あなたは場に出ているアクションカード1枚を選んでもよい。このターンあなたがそのカードをプレイエリアから捨て札に置く場合、そのカードをあなたのデッキの一番上に置く。 +1 Card +1 Action At the start of Clean-up this turn， you may choose an Action card you have in play. If you discard it from play thi	このカードを使用するとき、あなたはカード1枚を引き、+1アクションを得て、このカードのクリーンアップフェイズの開始時に発生する効果に備える。クリーンアップフェイズに場に出ているアクションカードを選ぶことは強制ではない。このターン選択したカードを場から捨て札に置く場合、そのカードを自分のデッキの一番上に置く。この効果は、あなたが次のターンに備えて新たにカードを引く前に発生する。あなたが選択するアクションカードは、「画策」自身でも、その他のあなたの場に出ているアクションカードでも（「画策」より前に使用した物でも後に使用した物でも）よい。クリーンアップフェイズ中にそのアクションカードを捨て札に置かない場合（例えば、このターンに使用した海辺の持続カードなど）は、デッキの一番上には置かない。	異 ：バーゲン（Bargains） 異＋陰：公爵の舞踏会（The Duke's Ball） 異＋錬：画策と夢（Schemes and Dreams）	※「画策」と「隠遁者」を使用（順序は問わず）したターンにおいて、「闇市場」の効果や購入フェイズにおけるカード購入を1枚も行わなかった場合、クリーンアップフェイズの開始時に「画策」の効果により場に出ているアクションカードとして「隠遁者」を選び、「隠遁者」を山札の一番上に戻すと、「隠遁者」は廃棄されない（できない）が、「狂人」1枚は獲得できる。これは以下の2点による。 1）「1人のプレイヤーに対して同時に2つの事柄が発生したときは、それが強制であっても強制でなくても、そのプレイヤーが解決の順番を選ぶ。そして1つ目の解決の結果により、2つ目を解決しようすることが止められることはない」ことから、クリーンアップフェイズには「隠遁者」より先に「画策」の効果の処理を選べる。 2）「隠遁者」の効果による「狂人」1枚の獲得については、「隠遁者」の廃棄は条件ではなく個別の事項である。 	false	画策
Silk_Road	シルクロード	しるくろーど	Silk Road	異郷	4	0	0	王国	勝利点	0	0	0	0	0	0	あなたのデッキにある勝利点カード4枚（端数切り捨て）につき1勝利点を得る。 Worth 1 VP for every 4 Victory cards in your deck (round down).	このカードはアクションカードではなく、勝利点カードである。このカードはゲーム終了時までは効果が無く、ゲーム終了時にあなたのデッキ（手札と捨て札もこの時点ではデッキの一部として数える）にある勝利点カード4枚につき1勝利点の価値を持つ。「シルクロード」自身も勝利点カードとして数える。枚数の端数は切り捨てにする。例えば、あなたが勝利点カード11枚を持っていた場合、「シルクロード」は1枚につき2勝利点の価値となる。ゲームの準備のとき、ゲームを3人以上でプレイする場合は12枚、2人でプレイする場合は8枚の「シルクロード」をサプライに置く。勝利点を含む複数のカードの種類を持つカードは、「シルクロード」では勝利点カードとして数える。	異 ：公平な取引（Fair Trades） 異＋陰：無駄金（Money for Nothing） 異＋海：旅行者たち（Travelers） 冒＋異：旅行（Journeys）		false	シルクロード
Spice_Merchant	香辛料商人	こうしんりょうしょうにん	Spice Merchant	異郷	4	0	0	王国	アクション	0	0	0	0	0	0	あなたは自分の手札の財宝カード1枚を廃棄してもよい。 そうした場合、次のうち1つを選ぶ：「+2カードを引く、+1アクション」；「+2コイン、+1カードを購入」 You may trash a Treasure from your hand. If you do， choose one: +2 Cards and +1 Action; or +2 Coins and +1 Buy.	あなたは自分の手札の財宝カード1枚を廃棄してもよい。これは強制ではない。財宝カード1枚を廃棄した場合、「+2カードを引く、+1アクション」か、「+2コイン、+1カードを購入」のどちらか1つを選択して得る。	異 ：入門（Introduction）、バーゲン（Bargains） 異＋基：異国への冒険（Adventures Abroad） 暗＋異：探検隊（Expeditions） 冒＋異：交易人と襲撃者（Traders and Raiders） 帝＋異：発展（Expansion）		false	香辛料商人
Stables	厩舎	きゅうしゃ	Stables	異郷	5	0	0	王国	アクション	0	0	0	0	0	0	あなたは財宝カード1枚を捨て札にしてもよい。 そうした場合、+3カードを引く、+1アクション。 You may discard a Treasure. If you do， +3 Cards and +1 Action.	あなたは自分の手札から財宝カード1枚を捨て札にしてもよい。これは強制ではない。捨て札をした場合、あなたは「+3カードを引く」と「+1アクション」を得る。カードを引くことは捨て札をした後であるため、カード3枚を引くときに捨て札をシャッフルする必要がある場合、捨て札にしたカードも一緒にシャッフルすることになる。	異 ：入門（Introduction）、公平な取引（Fair Trades） 異＋海：旅行者たち（Travelers） 帝＋異：簡単な計画（Simple Plans）		false	厩舎
Trader	交易人	こうえきにん	Trader	異郷	4	0	0	王国	アクション－リアクション	0	0	0	0	0	0	自分の手札のカード1枚を廃棄する。 そのカードのコスト数と同じ枚数の銀貨を獲得する。 ======== あなたがカード1枚を獲得したとき、あなたはこのカードを手札から公開してもよい。そうした場合、獲得するカードの代わりに銀貨1枚を獲得する。 Trash a card from your hand. Gain a number of Silvers equal to its cost in coins. ======== When you would gain a card， you may reveal this from your hand. If you do， instead， gain a silver.	このカードを使用するとき、あなたの手札1枚を廃棄し、廃棄した場合、廃棄したカードのコスト（コイン数）と同じ枚数の「銀貨」を獲得する。「銀貨」はサプライから獲得し、自分の捨て札に置く。サプライに残っている「銀貨」の枚数が足りない場合、可能な枚数の「銀貨」を獲得する。カード1枚を廃棄しても、獲得できるのは「銀貨」だけである。「銅貨」のようなコストが0コインのカードを廃棄した場合、獲得する「銀貨」は0枚である。手札の「銀貨」1枚を廃棄することもできる。その場合は通常3枚の「銀貨」を獲得する。「街道」のようにコストを変更するカードを使用した場合、「交易人」では変更後のコストの枚数の「銀貨」を獲得する。例えば、「街道」を使用し、その後に「交易人」を使用し、「屋敷」を廃棄した場合、「銀貨」は1枚しか獲得できない。コストに錬金術のポーションを含むカードを廃棄した場合、ポーションのコストは無視し、コインのカードコスト数のみを参照する。 交易人は、リアクションカードでもある。あなたがカード1枚を獲得するとき（購入によるものでも、その他の方法によるものでも）、あなたはそのカードの代わりにサプライから「銀貨」1枚を獲得するために手札から「交易人」を公開してもよい。これを実行した場合、あなたは「銀貨」1枚を獲得し、獲得するカードは得られない。本来獲得するカードは実際には獲得しないため、そのカードを獲得するときに発生する効果は発生しない。例えば、あなたが「不正利得」を購入したが、その代わりに「銀貨」を獲得するために「交易人」を公開した場合は、だれも「呪い」を獲得しない。しかし、あなたがカード1枚を購入するときに何かが発生する場合、あなたが代わりに「銀貨」を獲得してもその効果は発生する。例えば、あなたは「農地」を購入し、手札1枚を廃棄してそのカードよりコストが2コイン多いカード1枚を獲得し、「農地」の代わりに「銀貨」を獲得するために「交易人」を公開することは可能である。あなたが獲得するはずだったカードが捨て札に置かれるのではなく、「銀貨」をあなたの捨て札に置く。あなたが獲得するはずだったカードがサプライのカードでなくとも、サプライの「銀貨」を獲得する。サプライに「銀貨」が1枚も残っていなくても、カード1枚を獲得するときに「交易人」を公開できる。その場合、獲得するはずだったカードの代わりに何も獲得しない。	異 ：公平な取引（Fair Trades）、バーゲン（Bargains） 異＋海：外交（Diplomacy） 異＋繁：その場の満足（Instant Gratification） 異＋収：青田刈り（Blue Harvest） 冒＋異：交易人と襲撃者（Traders and Raiders）	※「交易人」のリアクションは、獲得するカード1枚の獲得をキャンセルし、代わりに「銀貨」1枚を獲得（捨て札へ置く）するものである。 これに対し、「望楼」のリアクションは、獲得するカード1枚は一旦獲得し、獲得後の場所から、廃棄置き場か山札の一番上へ移動するものである。 ※「交易人」の効果によりカード1枚を購入により獲得したときに、リアクションとして「交易人」を手札から公開した場合、そのカード1枚の獲得は「銀貨」1枚の獲得に代わるが、そのカード1枚の購入はキャンセルされたわけではない。よって、そのカード1枚の購入のコストは支払わなければならない。 	false	交易人
Tunnel	坑道	こうどう	Tunnel	異郷	3	0	0	王国	勝利点－リアクション	2	0	0	0	0	0	2勝利点 ======== あなたがクリーンアップフェイズ以外の機会にこのカードを捨て札にするとき、あなたはこのカードを公開してもよい。そうした場合、金貨1枚を獲得する。 2 VP ======== When you discard this other than during a Clean-up phase， you may reveal it. If you do， gain a Gold.	このカードは、勝利点とリアクションの2つの種類を持つ。ゲームの終了時、「坑道」は2勝利点の価値がある。「坑道」は、あなたがこのカードを捨て札にするときにリアクションの能力が機能する。このカードを捨て札にすることを簡単に選択できない。何か他の効果がこのカードを捨て札にさせたときに機能する。この能力は、自分のターン中にこのカードを捨て札にするとき（「オアシス」の効果などで）でも、他の誰かに捨て札にさせられたとき（「辺境伯」などによって）でも機能する。このカードは普通に捨て札に置くだけではなく、必ず公開しなければならない（「地図職人」などで複数枚捨て札にするときもはっきりと公開する）。そうした場合に「金貨」1枚を獲得する。カードを公開するかどうかは選択式で、「坑道」が他の理由で公開されていても選択でき、「金貨」を獲得しないことも選択できる。この能力はこのカードを購入するときや、（「国境の村」などで）直接獲得するときや、「宰相」の能力などでデッキをそのまま捨て札に置くときや、「支配」の能力などターン終了時に廃棄したカードが戻るときなど、単に捨て札に置かれるときには機能せず、捨て札にする効果のときだけ機能する。また、クリーンアップフェイズに使用したカードや手札に残ったカードすべてを捨て札にするときも機能しない。効果が「捨て札にする」ことを指示しているかどうかで判断する。「金貨」はサプライから獲得し、自分の捨て札に置く。サプライに「金貨」が残っていない場合、何も獲得できない。 訳注：「破壊工作員」「ゴーレム」「収穫」「狩猟団」「道化師」「農村」のカードテキストにある「捨て札に置く」は「捨て札にする」と読み替える。これらのカードテキストの能力で「坑道」が捨て札にされたとき、リアクションの能力を使用できる。	異 ：初めの一手（Gambits） 異＋陰：無駄金（Money for Nothing） 異＋収：青田刈り（Blue Harvest） 暗＋異：探検隊（Expeditions） 帝＋異：発展（Expansion）	※「坑道」は、2人でゲームをする場合は8枚、3人以上でゲームをする場合は12枚をサプライに配置する（説明に記載はないが、一般的な勝利点カードの扱いに準じると思われる）。 ※以下のカードをアクションフェイズに使用したときの効果において、「捨て札にする」カードの中に「坑道」があれば、リアクションとしてその「坑道」を公開できる。 プ：公使 基：地下貯蔵庫、冒険者 陰：秘密の部屋 海：航海士、策士、倉庫、見張り 錬：ゴーレム 繁：保管庫 収：馬商人、収穫、狩猟団、村落、農村、魔女娘 異：オアシス、大使館、地図職人、宿屋、よろずや 暗：金物商、吟遊詩人、賢者、生存者、建て直し、地下墓所、伯爵、物置 ギ：熟練工、助言者 冒：工匠、使者、地下牢、倒壊、探索、偵察隊、脱走兵 ※以下のカードを購入フェイズまたは「闇市場」での購入で使用したときの効果において、「捨て札にする」カードの中に「坑道」があれば、リアクションとしてその「坑道」を公開できる。 繁：借金、投機 ※以下のカードを購入フェイズまたは「闇市場」での購入で購入したときの効果において、「捨て札にする」カードの中に「坑道」があれば、リアクションとしてその「坑道」を公開できる。 ギ：医者 ※以下のカードのアタックを受けて、「捨て札にする」カードの中に「坑道」があれば、リアクションとしてその「坑道」を公開できる。 プ： 基：泥棒、密偵、民兵 陰：拷問人、寵臣、破壊工作員 海：海の妖婆、海賊船 錬：念視の泉 繁：ならず者 収：占い師、道化師、郎党 異：義賊、神託、辺境伯 暗：騎士（10枚全て）、盗賊、浮浪児、傭兵、略奪 ギ： 冒：巨人、ウォリアー、兵士 ※以下のカードを他のプレイヤーが使用したときの効果において、「捨て札にする」カードの中に「坑道」があれば、リアクションとしてその「坑道」を公開できる。 陰：貢物 繁：保管庫 ※以下のカードを呼び出したときの効果において、「捨て札にする」カードの中に「坑道」があれば、リアクションとしてその「坑道」を公開できる。 冒：案内人 ※以下のカードの効果において、山札すべてを捨て札に置いたとき、そのカードの中に「坑道」があったとしても、リアクションとしてその「坑道」は公開できない。 基：宰相 収：名馬 暗：ゴミあさり 	false	坑道
Walled_Village	囲郭村	いかくそん	Walled Village	プロモ	4	0	0	王国	アクション	0	1	2	0	0	0	+1カードを引く +2アクション ======== クリーンアップフェイズの開始時、あなたの場に出ているアクションカードが、このカードを含めて2枚以下の場合、このカードをあなたの山札の一番上に置いてもよい。 +1 Card +2 Actions ======== At the start of Clean-up， if you have this and no more than one other Action card in play， you may put this on top of your deck.	（意訳）あなたはこのカードを使用するとき、あなたは「+1カードを引く」と「+2アクション」をこのターンに使用することができる。あなたのクリーンアップフェイズの開始時、カードを捨て札にしたり次のターンのカードを引いたりする前に、もしあなたが「囲郭村」を場に出しており、さらに場に出しているアクションカード（「囲郭村」も含む）が2枚以下の場合、あなたはこの「囲郭村」をあなたの山札の一番上に置いてもよい。もしあなたが場に出しているアクションカードが「囲郭村」2枚だけならば、あなたは2枚のうち片方もしくは両方の「囲郭村」をあなたの山札の一番上に置いてもよい。「囲郭村」はその能力の解決時に、何枚のアクションカードが場に出ているかのみを確認する。このターンに前にあなたが使用し、すでに場から離れたアクションカード（「祝宴」など）は数えない。前のターンから続いてまだ場に出ているアクションカード（持続カード）は数える。「囲郭村」の解決より後に場から離れるが、現在は場に出ているアクションカード（「宝物庫」など）は数える。		※日本語版は、書籍「ドミニオンへの招待2012」付録。ボードゲーム「カルカソンヌ」発売10周年記念。 	false	囲郭村
